city,country,cost_index_1,cost_index_2,cost_index_3,cost_index_4,cost_index_5,cost_index_6,cost_index_7,cost_index_8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Kohtla-Jarve,Estonia,6.32,25.29,5.8,4.74,3.16,2.53,1.7,1.05,0.76,0.73,1.7,3.03,4.74,5.26,12.53,1.63,1.19,1.81,2.09,0.58,0.55,1.65,0.97,5.8,1.32,1.8,5.06,,16.17,3.16,0.74,11.38,1.76,20843.08,20512.2,200.21,0.04,15.81,34.25,18.76,7.48,192.05,11169.7,105.37,33.83,84.3,73.76,210.75,158.06,316.12,263.44,,,1080.09,2.0,0
Zgorzelec,Poland,6.76,33.81,5.63,2.25,2.14,2.59,1.36,1.32,0.75,0.23,0.91,2.16,1.8,4.5,4.51,0.91,1.21,1.44,1.35,0.67,0.67,0.45,0.18,5.63,0.86,1.3,3.16,1.13,11.27,1.8,0.45,7.89,1.53,19833.0,21766.71,130.41,0.05,14.26,11.27,,4.06,180.3,4770.44,72.68,18.03,45.07,56.34,180.3,112.69,540.9,450.75,,,,4.42,0
Liptovsky Mikulas,Slovakia,5.53,21.07,6.32,1.48,3.16,2.11,1.58,1.58,0.71,1.15,1.31,2.35,7.38,5.53,9.48,1.21,1.31,1.31,3.68,0.79,0.63,1.05,0.42,4.21,0.63,1.05,4.32,0.53,21.07,1.05,1.32,9.48,1.44,21074.9,24763.01,190.99,0.11,14.4,30.56,12.12,5.27,316.12,,39.52,36.88,73.76,89.57,632.25,395.15,1053.75,895.68,5321.41,2634.36,658.59,2.95,0
Bardejov,Slovakia,6.06,31.61,6.32,1.58,1.58,2.11,1.46,1.18,0.77,0.91,0.84,1.48,7.38,5.68,10.54,1.51,1.65,2.11,3.33,0.98,1.15,1.1,0.32,4.21,0.95,1.79,4.43,0.53,15.81,1.58,1.05,10.54,1.59,10537.45,9483.71,126.45,0.06,13.7,26.34,,7.38,326.66,,59.27,33.98,65.86,81.67,403.94,351.25,755.18,667.37,1580.62,1053.75,579.56,1.2,0
Concon,Chile,11.28,36.79,5.66,2.15,2.26,2.31,1.42,1.13,0.91,0.91,1.16,2.21,7.89,4.15,7.67,1.26,1.05,1.02,1.19,0.75,1.06,0.76,1.0,5.09,1.25,2.04,3.96,0.57,,0.34,0.68,4.53,1.15,11595.93,14677.42,78.13,0.04,28.49,28.3,,5.09,282.97,4895.3,36.22,18.39,39.62,50.93,339.56,452.74,509.34,650.82,1358.23,905.49,452.74,3.45,0
Grodzisk Mazowiecki,Poland,7.89,27.04,7.89,1.8,1.8,1.58,1.13,1.13,0.68,1.13,0.9,2.16,8.34,2.25,7.89,0.9,0.9,1.13,0.9,0.23,0.23,0.45,0.45,5.63,0.68,1.13,5.63,0.45,20.28,1.13,0.45,,1.58,20283.75,22086.75,147.36,,13.52,20.28,9.01,7.89,270.45,5634.37,85.64,60.85,69.87,76.63,450.75,383.14,676.12,540.9,2186.14,1893.15,1081.8,4.0,0
Rethymno,Greece,9.48,36.88,7.38,3.16,3.69,3.04,1.79,0.46,1.61,1.06,2.08,3.36,10.47,6.98,8.76,1.88,1.48,1.42,1.43,0.97,0.84,0.89,0.7,5.8,1.37,2.48,4.85,1.26,42.15,3.53,0.63,7.38,2.19,21074.9,21306.73,112.8,0.21,32.66,48.3,33.37,7.64,316.12,4267.67,80.35,27.3,69.15,97.18,413.59,321.39,670.18,590.1,2283.11,2107.49,843.0,4.0,0
Louvain-la-Neuve,Belgium,15.81,81.67,8.43,4.21,4.21,2.63,1.95,2.32,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,0.32,54.79,,,10.54,,,110.64,36.88,115.91,126.45,1185.46,737.62,1580.62,1396.21,,,2284.52,3.5,0
Levice,Slovakia,5.8,,6.32,1.05,1.58,,1.32,0.9,0.82,1.05,1.05,2.09,10.54,6.92,8.25,2.11,1.72,1.75,3.38,1.05,0.81,1.05,1.05,3.86,0.95,1.49,4.11,1.05,15.81,3.16,,21.07,1.13,17913.67,17386.8,205.48,,15.81,21.07,10.01,7.38,105.37,,76.4,25.82,73.24,115.39,403.94,333.69,579.56,516.34,1475.24,1106.43,737.62,2.8,0
Dumfries,United Kingdom,14.76,58.43,4.92,2.3,3.14,3.29,1.57,0.8,1.33,1.68,4.31,2.42,6.15,6.56,12.71,1.54,1.54,1.54,2.46,1.59,1.23,1.05,1.39,7.38,2.67,2.87,15.19,2.95,92.25,5.54,1.53,12.55,2.01,28905.0,22960.0,199.88,0.07,39.36,53.81,19.27,10.46,498.83,14760.0,96.56,46.13,108.65,112.75,584.25,533.0,799.5,738.0,1845.0,1230.0,2583.0,3.55,0
Godollo,Hungary,4.24,30.85,5.34,1.48,1.8,1.35,1.09,0.77,0.69,1.03,0.99,1.44,7.71,4.81,10.1,1.16,1.22,1.24,2.47,0.99,0.9,0.96,0.32,4.5,0.81,1.41,4.74,0.96,,1.8,1.03,11.96,1.2,21597.16,17656.97,114.63,0.05,10.54,29.57,9.0,5.14,156.84,3085.31,56.56,18.0,51.42,81.42,250.68,209.97,582.78,462.8,1508.37,1156.99,913.59,4.63,0
Coos Bay,United States,15.0,50.0,9.0,4.75,6.0,3.75,2.12,1.33,0.83,2.76,3.99,1.69,12.42,5.49,9.61,4.43,1.63,5.38,5.07,1.49,2.13,1.52,1.9,6.99,2.7,2.59,6.5,3.75,15.0,3.0,1.55,30.0,1.28,27922.5,21389.59,201.0,0.25,66.33,,,11.38,600.0,9333.33,45.5,35.0,79.29,85.0,975.0,712.5,1585.0,1250.0,,,,5.21,0
Zepce,Bosnia And Herzegovina,4.3,21.5,2.69,1.61,1.61,1.08,1.34,0.81,0.78,0.7,2.15,1.29,5.38,8.06,8.06,1.34,1.34,1.61,1.61,0.54,0.81,1.08,0.54,5.38,0.59,0.97,3.23,0.97,37.63,1.08,0.65,8.06,1.56,18813.96,19351.5,134.39,0.11,22.04,21.5,10.75,3.76,134.39,2687.71,64.5,32.25,80.63,80.63,134.39,53.75,188.14,80.63,1236.35,1021.33,662.97,3.0,0
Waterloo,Belgium,15.81,73.76,9.48,4.21,4.21,3.32,2.53,2.48,1.08,2.05,1.98,3.08,9.14,8.66,14.52,2.39,1.62,2.5,2.64,1.42,1.23,1.15,1.0,7.38,1.91,1.97,7.9,,,5.16,2.11,31.61,1.98,26343.63,26868.75,207.8,0.22,51.82,,,12.64,442.57,16859.92,83.82,30.14,87.23,120.52,,,,,,,,1.64,0
Skelleftea,Sweden,11.62,82.31,8.72,5.81,7.26,4.19,2.18,1.66,1.2,2.58,2.87,3.36,8.84,8.81,16.24,3.03,2.57,2.45,2.81,1.23,1.23,2.13,1.02,9.59,1.42,1.58,6.39,2.66,42.13,4.75,1.07,55.05,2.15,22951.33,23919.74,174.31,0.05,30.67,37.28,27.12,11.62,,,87.16,21.79,82.31,67.79,1032.97,742.45,1423.56,1113.67,3357.16,4059.72,2466.61,2.0,0
Ostuni,Italy,12.64,42.15,,4.21,3.69,1.26,1.58,1.05,0.95,1.05,1.58,2.11,10.54,6.32,11.06,1.58,1.37,1.32,,0.95,1.05,1.05,0.35,5.27,1.26,1.48,5.64,0.53,,,,,,,,105.37,0.16,21.07,31.61,15.81,8.43,263.44,,73.76,28.45,84.3,94.84,,368.81,,,,,1422.56,1.5,0
Lushnje,Albania,4.05,22.53,3.02,1.08,1.58,1.2,0.98,0.6,1.1,0.56,1.09,2.14,6.03,4.29,7.66,1.11,1.8,0.97,0.68,0.72,0.62,0.39,0.57,2.48,0.93,2.07,2.43,1.49,12.47,2.25,2.48,6.31,1.7,9011.04,11714.35,50.77,0.25,16.53,31.54,10.81,7.88,67.58,1621.99,33.43,30.79,44.07,67.1,148.75,97.15,281.52,209.38,,,317.54,5.4,0
Eldersburg,United States,14.5,65.0,9.0,5.5,8.0,4.5,2.28,1.69,1.01,3.31,4.41,2.5,11.02,11.91,16.56,4.67,1.5,5.53,4.74,2.76,3.02,1.82,2.13,13.5,2.77,2.65,9.99,,,4.0,1.34,30.0,1.06,24000.0,21599.78,148.18,0.1,56.06,,,12.0,1200.0,22532.2,54.7,25.71,70.0,110.28,1350.0,,2100.0,1500.0,,,,5.16,0
Balatan,Philippines,3.59,26.91,2.15,1.79,2.69,2.15,0.54,0.27,1.88,1.18,0.97,1.42,1.61,3.14,4.93,1.58,2.39,1.7,1.54,1.58,1.61,1.79,1.09,4.04,0.75,2.15,1.79,,4.29,0.72,0.28,2.87,1.27,19736.25,28707.28,87.54,0.25,43.96,,,4.49,82.39,,44.86,26.91,62.8,40.37,,,,253.38,,,,,0
Kerrville,United States,15.49,35.0,5.0,2.9,4.0,3.56,1.69,1.0,1.02,2.65,4.41,4.0,10.96,3.31,10.82,4.54,2.25,3.33,3.59,2.88,3.25,1.69,1.93,12.0,2.67,2.5,6.47,,,3.0,1.43,30.0,0.85,26597.5,14995.0,104.64,,80.0,,,10.0,,,37.5,43.33,80.0,120.0,1200.0,1000.0,,,,,,4.46,0
Victoria,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Holladay,United States,,55.0,7.5,3.0,6.0,3.67,,2.0,0.72,,2.87,2.39,12.84,8.36,19.82,3.67,0.98,2.84,3.3,1.81,2.27,1.48,1.43,14.99,2.14,2.5,8.68,,,,,,1.31,23641.0,21583.67,167.33,,62.8,20.0,2.0,12.5,800.0,,47.5,39.99,95.75,88.33,900.0,900.0,1500.0,1000.0,,,3313.0,5.43,0
Budaors,Hungary,7.07,38.57,4.76,1.48,1.74,1.03,1.11,0.69,0.78,1.03,1.2,2.16,6.6,4.24,9.0,1.33,1.29,1.67,1.63,0.94,0.9,0.94,0.32,3.86,0.77,1.11,4.63,1.29,27.0,1.8,0.77,11.57,1.2,14552.37,22484.19,149.32,0.09,12.86,47.35,11.57,5.46,205.79,3085.31,23.14,18.0,64.28,77.13,424.23,385.66,659.91,522.79,2378.26,2185.43,1041.45,4.73,0
Canosa di Puglia,Italy,10.54,27.4,7.38,2.11,,1.58,1.05,1.05,1.0,1.32,2.11,3.69,12.64,12.64,16.86,1.58,1.58,2.11,2.11,1.05,0.74,1.05,0.37,6.32,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tequisquiapan,Mexico,,25.78,5.78,1.55,4.64,2.32,0.77,0.62,,,,,,,,,,,,,,,,,,,3.09,,,,,,0.98,,,,,20.63,23.21,12.89,3.35,,,30.89,43.83,51.57,41.26,464.12,360.98,773.53,567.26,1804.91,1031.38,515.69,10.9,0
Baglung,Nepal,1.54,15.38,4.84,6.15,7.69,,0.35,0.17,0.57,0.26,0.38,1.11,3.84,2.13,1.69,1.0,0.38,0.58,0.31,0.36,0.37,0.12,0.21,,1.92,,1.69,,,,0.5,2.69,,,,,0.02,,,,1.73,19.22,,7.69,,,,,,76.89,49.98,,,,15.0,0
Winona,United States,12.0,30.0,6.75,4.0,4.5,3.58,1.5,1.0,,,2.2,,6.61,,,4.41,1.65,4.41,2.2,1.1,2.2,1.0,2.0,12.0,,3.0,10.0,,,4.85,,12.0,,22000.0,19500.0,137.27,0.25,60.0,,,12.0,,,35.0,30.0,90.0,75.0,450.0,400.0,1200.0,1000.0,,,,,0
Kiskunfelegyhaza,Hungary,2.7,25.71,,0.9,1.54,1.03,1.03,0.77,0.77,,,1.23,,6.43,,1.29,1.03,,,,,,0.31,6.43,,,,0.9,,,,,1.03,,,134.49,,16.33,,,3.6,,,,,,89.99,,,,,,,719.91,,0
East Fishkill,United States,25.0,100.0,7.0,3.0,6.0,4.25,2.5,1.57,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,75.0,,,,,,,25.0,,40.0,,,,,,,,,0
SeaTac,United States,20.0,80.0,10.0,5.0,5.75,4.81,1.97,1.81,0.98,2.76,4.98,2.44,13.56,7.25,6.61,4.56,1.63,2.82,4.26,2.19,2.42,1.94,1.82,15.0,2.14,3.04,8.25,2.75,98.0,2.6,1.55,40.0,1.34,22000.0,21018.0,161.79,0.09,56.25,39.5,,13.7,1206.67,20000.0,54.62,35.0,79.29,113.33,,,2500.0,2250.0,,,,5.09,0
Krotoszyn,Poland,9.01,27.04,5.07,0.9,1.35,2.25,0.68,0.45,0.59,1.09,0.9,2.43,11.83,4.51,12.4,0.79,1.01,1.2,2.7,0.6,0.75,0.9,0.38,5.63,0.73,1.24,3.38,,,,,,1.4,,,202.84,,7.32,,,5.41,270.45,,57.47,23.66,73.62,67.61,,,,,,,,,0
Plattsburgh,United States,12.0,65.0,8.5,4.0,5.38,4.0,2.17,1.25,0.87,1.1,2.2,2.49,11.0,6.34,11.3,4.39,1.38,2.76,4.67,1.65,1.87,1.75,1.25,8.0,1.21,3.33,11.0,,,,,,1.29,24000.0,25500.0,169.34,,61.33,,,13.0,900.0,,30.33,21.67,60.0,70.0,750.0,500.0,1200.0,950.0,,,,4.21,0
Vittorio Veneto,Italy,,,,,,,,,1.32,2.42,3.79,1.9,13.17,6.85,10.54,1.26,1.53,1.53,,0.84,0.95,1.05,0.42,2.63,,,5.69,,,,,,,,,210.75,,,36.88,15.81,8.43,368.81,,,,,,,,,,,,,,0
Silvassa,India,,,4.3,,,,,,0.69,,,,,,,,0.49,,,0.31,0.12,,0.18,,,,,0.61,,,,,1.15,,,12.28,0.01,6.14,9.83,,1.84,,,8.6,,,,73.69,42.99,147.38,98.25,,,307.04,7.0,0
Gyongyos,Hungary,5.14,20.57,6.43,2.31,1.29,1.29,1.07,0.77,0.75,0.71,1.47,1.95,7.71,4.18,5.91,1.29,1.16,1.2,2.44,0.72,0.69,1.03,0.32,3.86,0.69,0.75,4.1,0.71,14.19,2.06,0.77,13.11,1.1,,,110.72,0.08,9.32,,6.43,5.14,274.25,3779.5,51.42,19.28,64.28,38.57,212.11,167.12,334.24,257.11,,,642.77,5.2,0
Dubasari,Moldova,1.54,,2.82,0.77,0.92,0.82,0.58,0.41,0.77,0.36,0.87,1.27,7.95,4.3,5.47,0.63,1.37,1.47,1.4,0.41,0.38,0.71,0.48,1.54,0.65,0.75,2.31,,,0.77,0.13,1.03,1.12,15416.19,16044.54,60.95,0.08,8.89,,,3.59,164.05,3598.79,51.26,30.76,78.95,76.9,,,,,,,,8.0,0
Lucenec,Slovakia,5.8,26.34,5.53,1.05,1.58,1.48,1.32,0.9,0.82,1.33,1.53,2.09,10.06,6.92,8.25,1.89,1.72,1.75,3.38,0.77,0.81,1.15,0.79,3.86,0.95,1.49,4.11,0.79,27.4,1.05,0.53,12.64,1.13,22465.32,18793.55,353.0,0.07,12.64,26.34,,6.32,289.78,4583.79,47.42,36.88,72.01,63.22,421.5,316.12,632.25,526.87,804.75,804.75,632.25,1.5,0
West Springfield,United States,,40.0,7.5,4.0,4.5,5.0,2.0,1.5,,,2.18,,7.72,,,2.18,1.21,2.18,1.65,1.1,0.88,0.99,1.5,10.0,,3.5,4.0,,,5.0,1.4,,1.19,,,175.0,,50.0,,,,,,,,,,,,,,,,,,0
Jeffrey's Bay,South Africa,5.7,17.11,3.99,1.88,2.14,1.62,1.17,1.08,0.67,0.87,1.17,1.93,4.56,4.85,5.27,1.28,0.83,1.43,1.03,0.71,0.74,0.91,0.68,2.85,1.0,2.57,1.8,,,0.86,0.68,,1.23,10264.82,12545.89,129.26,,57.03,,,6.84,145.42,3421.61,32.79,27.37,62.7,49.04,456.21,256.62,513.24,370.67,,,798.37,7.0,0
Bermejo,Bolivia,1.45,10.12,4.34,2.6,1.45,0.72,0.58,0.43,0.72,1.74,0.72,1.45,4.82,1.45,2.89,1.45,0.72,1.06,0.72,0.72,0.72,0.34,0.72,1.45,0.72,1.45,1.45,0.29,17.35,0.58,1.45,4.34,0.52,13739.21,17354.79,38.57,0.29,21.69,28.92,,7.23,61.46,1301.61,17.11,28.92,28.92,21.69,,,,433.87,,,,5.5,0
Ajka,Hungary,3.99,20.57,5.14,1.22,1.54,1.03,0.77,0.59,0.71,0.88,0.93,1.87,8.36,3.18,6.43,1.14,1.18,1.09,2.19,0.66,0.57,0.77,0.33,4.5,0.8,0.87,4.89,0.9,14.14,1.93,1.03,12.86,1.22,10927.14,11398.5,124.85,0.06,10.93,23.14,,3.99,197.12,1234.12,38.57,11.14,68.56,55.92,274.57,231.4,359.95,359.95,1285.55,1221.27,651.34,8.0,0
Esztergom,Hungary,,,4.44,,,,0.77,0.59,0.62,,1.67,1.3,,4.24,,1.41,1.11,1.51,,1.03,0.9,1.03,0.28,4.11,0.73,0.9,,0.64,,1.8,0.77,12.34,0.97,17625.78,16969.2,144.4,0.07,9.6,,10.8,,,,,24.43,,70.7,,,,,,,809.89,4.25,0
Capljina,Bosnia And Herzegovina,5.38,24.19,3.76,1.34,1.61,1.08,1.4,0.9,0.92,0.85,1.56,1.9,6.1,6.16,8.78,1.03,1.34,1.41,1.31,0.8,0.9,1.05,0.57,5.38,0.6,0.97,3.23,2.69,,1.08,0.54,5.38,1.49,18276.42,18529.73,161.26,0.13,20.26,21.5,13.44,2.69,124.31,1164.67,80.04,37.63,73.91,102.13,120.95,94.07,161.26,120.95,,,519.62,4.81,0
Peniche,Portugal,7.38,42.15,6.32,1.9,2.11,1.26,1.48,1.13,0.72,1.05,0.98,1.65,6.34,6.3,11.56,1.29,1.11,1.22,2.1,1.63,1.11,1.02,0.53,4.21,0.96,2.98,5.06,4.0,,3.98,0.5,10.54,2.12,28451.12,24236.14,106.43,0.16,39.2,31.61,,7.9,342.47,3609.08,105.37,42.15,82.54,73.76,,,,,,,737.62,2.25,0
Yukon,United States,10.0,50.0,8.5,3.0,4.5,4.36,2.0,1.25,0.96,2.2,3.31,2.84,7.83,11.74,15.37,3.28,1.58,4.41,2.2,1.85,2.08,1.27,1.94,10.0,1.84,2.6,7.65,,,5.0,1.24,20.0,1.07,22000.0,19350.0,300.0,0.26,75.88,50.0,,9.5,1000.0,7200.0,28.5,24.88,103.33,101.56,850.0,800.0,1600.0,1050.0,,,,3.5,0
Chios,Greece,7.9,,6.11,4.48,4.48,3.16,1.69,0.53,1.26,0.84,2.11,2.63,7.9,7.38,11.06,1.05,1.48,0.84,1.48,0.82,,0.53,0.28,,,0.9,4.53,,,,1.58,,2.22,,,142.26,,27.4,42.15,,8.43,,,,,,,368.81,263.44,526.87,,1054.8,,721.11,,0
Kholmsk,Russia,16.0,48.0,10.4,1.28,1.6,2.24,1.12,0.48,1.28,0.8,1.28,1.92,11.2,6.4,10.4,3.68,2.4,2.4,4.0,1.25,1.06,0.96,0.72,7.2,1.28,1.28,2.72,,,2.4,,8.0,0.8,,,136.0,0.04,16.0,64.0,,4.0,480.0,6720.0,56.0,48.0,88.0,56.0,320.0,160.0,400.0,320.0,3200.0,1600.0,,8.0,0
Zakopane,Poland,6.54,29.3,4.17,2.7,4.06,2.82,2.59,1.8,,,,,,,,,,,,,,,,4.06,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,0
Morgan City,United States,,,7.0,,4.0,3.5,,0.99,,,1.65,,8.82,,9.92,3.31,1.1,3.31,2.2,2.2,1.65,1.0,1.5,10.0,1.71,2.0,6.5,,,5.0,1.55,20.0,,22000.0,21000.0,120.0,0.2,70.0,,,10.0,,,55.0,,100.0,125.0,,,,,,,,,0
Rambouillet,France,13.17,54.79,9.48,6.32,7.38,3.42,2.04,1.37,0.81,1.29,1.05,3.02,7.9,10.01,10.54,4.21,2.11,5.27,5.27,3.16,,,2.63,13.17,,,10.54,3.11,80.08,2.0,2.0,22.13,1.69,18967.41,26343.63,147.52,,21.07,73.76,,10.54,,,98.35,52.69,96.15,79.03,,,,,3998.96,3050.59,,2.0,0
Tortona,Italy,17.39,47.42,8.69,4.21,4.74,1.55,2.11,1.39,1.16,1.05,1.58,2.53,7.9,9.17,15.81,2.16,1.51,1.89,2.48,1.08,1.53,0.84,0.21,4.21,1.05,2.34,6.32,,,5.27,1.21,26.34,2.1,26343.63,28451.12,171.48,0.05,28.57,36.17,,9.65,395.15,8219.21,84.3,36.88,84.3,121.18,,,,,,,,1.42,0
Sandanski,Bulgaria,8.01,19.86,6.01,1.34,2.4,1.16,1.16,0.71,1.26,0.79,1.6,1.73,4.81,5.74,6.95,1.36,1.49,1.07,1.6,0.8,0.37,0.27,0.61,4.54,0.77,1.5,3.21,,0.0,0.53,0.52,6.41,1.56,21953.01,21673.29,81.06,0.16,12.25,16.03,13.36,4.01,277.18,3887.17,41.15,24.04,64.12,64.12,,,,66.79,641.18,641.18,347.31,3.35,0
Fidenza,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
McHenry,United States,15.0,80.0,8.0,2.0,5.5,3.88,2.0,1.42,0.81,2.57,3.47,2.16,6.61,8.33,15.02,4.68,1.3,2.18,1.74,2.45,2.13,1.5,1.0,5.0,2.51,2.8,8.5,,,2.5,1.09,,1.18,38000.0,34000.0,104.28,,68.75,,,10.0,,,37.5,30.0,85.0,80.0,1561.0,,,,,,5625.0,5.0,0
Falconara Marittima,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15,42.15,84.3,,,,,,,,,,0
Ruzomberok,Slovakia,5.22,24.24,4.74,1.58,1.05,1.58,1.05,0.74,0.79,0.76,0.86,1.58,7.38,3.16,10.54,1.25,1.43,1.52,2.11,0.87,0.63,0.84,0.78,3.69,0.84,0.88,3.37,0.53,12.12,1.05,1.32,7.9,1.44,16859.92,19494.29,133.47,0.05,18.34,33.72,4.21,6.85,316.12,15806.18,39.52,29.5,72.88,89.57,379.35,295.05,684.93,526.87,1390.94,2436.79,867.23,2.2,0
Shelby,United States,,,7.5,,,,,,,,,,11.02,,,,1.74,,5.07,,2.2,2.0,,7.0,,,5.75,,,,,,,,18866.67,159.5,,60.0,45.0,0.0,12.0,,,38.0,31.33,73.33,85.0,,,,,1399.31,,,,0
Iglesias,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hermanus,South Africa,8.55,17.11,4.7,1.88,2.14,1.62,1.03,0.63,1.06,0.87,1.17,1.93,6.08,4.85,5.27,1.28,0.83,1.43,1.03,0.71,0.74,0.91,0.68,3.99,1.0,2.57,1.8,,,0.86,0.68,,1.23,10264.82,12545.89,91.24,0.06,68.43,14.26,3.14,4.85,145.42,3421.61,32.79,27.37,62.7,49.04,541.75,484.73,912.43,712.83,,,399.19,7.0,0
Waynesboro,United States,11.0,50.0,8.0,5.0,5.0,4.0,2.8,2.9,0.79,3.86,1.96,2.9,13.21,12.54,6.37,4.34,1.08,2.62,4.39,1.96,2.03,2.29,1.19,8.0,2.14,1.99,7.54,,,,,,0.98,,,200.0,,65.0,,,11.0,,,40.0,45.0,72.5,80.0,1600.0,1400.0,2500.0,2500.0,,,,,0
Cesenatico,Italy,12.64,47.42,8.69,4.21,4.21,1.61,2.11,0.99,1.16,1.05,1.58,2.53,7.9,10.54,15.81,2.16,1.79,3.16,3.16,2.11,1.58,0.84,0.21,4.21,1.05,3.42,6.85,,,,,,2.1,26343.63,,245.87,0.05,33.37,,,9.48,395.15,8219.21,87.81,52.69,84.3,121.18,632.25,526.87,1053.75,843.0,,,,1.42,0
Samokov,Bulgaria,6.14,21.37,5.34,0.8,1.07,1.07,1.07,0.4,0.89,,1.6,1.28,6.41,,,,1.34,1.15,1.6,0.53,0.61,0.48,0.45,4.27,0.64,1.07,2.94,,,,0.47,2.67,,,,,,10.69,18.7,16.03,,,,,,42.75,,,,,,,,,3.27,0
Karoi,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Batavia,United States,15.0,80.0,8.0,3.5,5.5,3.88,2.0,1.67,0.81,2.57,1.76,2.16,8.82,7.17,14.33,4.19,1.46,4.41,2.85,2.45,1.98,1.5,1.5,12.0,2.51,2.8,9.0,,,2.5,1.09,,1.18,39000.0,28000.0,125.0,0.25,68.75,10.0,,10.0,,,45.0,35.0,100.0,100.0,800.0,,,,,,2000.0,5.45,0
Neenah,United States,5.0,35.0,7.0,4.75,6.0,4.14,2.28,1.33,0.73,2.3,3.94,1.46,8.21,7.71,8.65,5.23,1.31,4.77,3.66,2.39,2.16,1.78,1.45,12.0,2.23,2.0,8.0,2.0,,2.75,1.3,21.0,0.99,19995.0,19826.0,177.58,0.1,62.5,,,12.0,712.0,7300.0,37.5,35.0,77.5,65.0,,,,,,,,5.04,0
Lake City,United States,,,7.0,,6.5,2.0,,1.0,,,2.2,,4.85,,,2.43,1.1,2.65,2.2,1.48,1.1,1.0,1.5,12.0,,2.66,8.0,1.22,50.0,2.0,1.19,20.0,,18000.0,20000.0,70.0,0.07,50.0,,8.0,10.0,,20000.0,42.0,26.0,60.0,78.0,,,,,3229.17,,,,0
Almunecar,Spain,9.48,28.45,3.16,2.37,2.37,1.95,2.11,1.42,0.84,1.79,1.74,2.9,7.06,5.16,5.27,1.23,1.26,1.08,1.54,1.56,1.17,0.73,0.63,3.95,0.82,1.11,4.74,1.05,15.81,3.16,1.05,25.01,1.52,20548.03,20837.81,63.22,0.15,18.97,31.61,11.33,8.43,449.95,8192.87,70.6,31.61,73.76,91.68,632.25,526.87,1159.12,800.85,1814.79,895.68,1790.52,3.0,0
Caluquembe,Angola,30.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Novelda,Spain,13.65,42.15,7.9,3.16,2.63,1.6,1.48,0.73,0.89,1.34,1.15,2.11,9.48,6.85,9.48,1.49,1.36,1.08,1.26,0.74,0.84,0.95,0.59,4.21,0.99,1.33,4.74,,,4.21,1.29,22.66,1.56,23182.39,25599.16,84.65,0.13,30.03,52.69,,8.43,368.81,6838.46,76.4,29.81,64.98,65.2,,,,,,,,1.95,0
Rock Springs,United States,,,8.0,,4.0,4.75,,1.5,,,,,,,,,,,,,1.96,0.99,,,,,6.16,,,2.75,0.93,,,25000.0,18000.0,193.5,,61.67,,,12.0,,4800.0,53.5,29.5,71.5,93.5,,,,,,,,,0
Marshfield,United States,15.0,45.0,8.0,3.0,5.5,3.5,1.75,1.25,0.74,2.55,3.94,2.5,8.5,7.71,13.83,5.23,1.31,4.73,2.97,2.39,2.16,1.0,1.45,12.0,2.23,2.76,8.0,,,2.75,1.55,21.0,1.06,28000.0,22166.67,110.0,0.15,62.08,37.5,,10.0,1341.67,14400.0,45.0,43.57,70.0,70.0,700.0,700.0,1500.0,1200.0,,,3000.0,5.04,0
Siofok,Hungary,6.43,36.0,5.01,1.21,2.06,1.63,1.17,0.95,0.59,1.2,1.07,1.33,8.72,3.99,3.6,1.18,1.09,1.16,2.18,0.7,0.78,0.86,0.35,2.31,0.67,0.7,4.6,0.64,32.65,1.54,0.77,7.71,1.23,14526.66,17033.48,115.18,0.05,12.86,51.42,,3.32,192.83,2571.09,38.57,23.14,68.56,65.56,321.39,257.11,771.33,565.64,1799.76,2313.98,754.19,6.77,0
Courtenay,Canada,18.16,47.8,8.89,4.82,5.93,3.8,1.73,1.77,1.77,1.82,2.66,2.8,12.69,11.52,14.7,3.15,1.56,3.1,2.67,2.69,2.97,1.77,1.92,14.08,2.04,2.22,10.38,1.48,40.76,2.71,1.43,26.9,1.61,22234.49,15966.22,91.93,0.26,60.22,66.7,11.12,9.63,1059.84,2816.37,55.4,32.12,64.85,112.41,1056.14,889.38,2198.74,1704.64,3589.95,2788.09,3732.89,3.73,0
